city_ascii,lat,lng,iso3,population
State College,40.791,-77.8568,USA,87374
Koudougou,12.2505,-2.37,BFA,87347
Shumen,43.27,26.9294,BGR,87283
Mishan,45.5504,131.88,CHN,87257
Nenjiang,49.18,125.23,CHN,87236
Ed Dueim,13.9904,32.3,SDN,87068
Lokossa,6.615,1.715,BEN,86971
Huaraz,-9.53,-77.53,PER,86934
Whittier,33.9678,-118.0188,USA,86883
Nouadhibou,20.9,-17.056,MRT,86738
Tumaco,1.81,-78.81,COL,86713
Newport Beach,33.6151,-117.8669,USA,86688
Ruhengeri,-1.4996,29.63,RWA,86685
Anderson,40.0875,-85.6921,USA,86565
Bitola,41.0391,21.3395,MKD,86528
Olavarria,-36.9,-60.33,ARG,86320
Ioanina,39.6679,20.8509,GRC,86304
O'Fallon,38.7853,-90.7178,USA,86274
Panshi,42.9426,126.0561,CHN,86216
Joplin,37.0766,-94.5016,USA,86144
Lorca,37.6886,-1.6985,ESP,86119
Shchekino,54.0143,37.5143,RUS,86088
Agua Prieta,31.3223,-109.563,MEX,86083
Potiskum,11.7104,11.08,NGA,86002
Huehuetenango,15.3204,-91.47,GTM,85992
Chipata,-13.6296,32.64,ZMB,85963
Poitier,46.5833,0.3333,FRA,85960
Keffi,8.849,7.8736,NGA,85911
Usolye Sibirskoye,52.765,103.645,RUS,85900
Clifton,40.8631,-74.1575,USA,85845
Helong,42.5348,129.0044,CHN,85756
Behbehan,30.5818,50.2615,IRN,85707
Rio Gallegos,-51.6333,-69.2166,ARG,85700
Chumphon,10.5127,99.1872,THA,85686
Alhambra,34.084,-118.1355,USA,85474
Sokcho,38.2087,128.5912,KOR,85430
Versailles,48.8005,2.1333,FRA,85416
Paulo Afonso,-9.3307,-38.2657,BRA,85350
Ituiutaba,-18.97,-49.46,BRA,85345
Bloomington,44.8306,-93.315,USA,85319
Caceres,-16.05,-57.51,BRA,85274
Liepaga,56.51,21.01,LVA,85132
Ballarat,-37.5596,143.84,AUS,85109
Louga,15.6104,-16.25,SEN,85075
Junin,-34.5846,-60.9589,ARG,85007
Puerto Limon,10,-83.0333,CRI,85001
Hoover,33.3761,-86.8065,USA,84978
Lorient,47.7504,-3.3666,FRA,84952
Redwood City,37.5026,-122.2251,USA,84950
Nanaimo,49.146,-123.9343,CAN,84905
Savannakhet,16.5376,104.773,LAO,84898
Sumenep,-7.0049,113.8496,IDN,84656
Guider,9.9304,13.94,CMR,84647
Port Huron,42.9823,-82.4387,USA,84361
Linjiang,41.8363,126.936,CHN,84315
Trinidad,-14.8334,-64.9,BOL,84259
Yurga,55.7258,84.8854,RUS,84220
Mount Pleasant,32.8532,-79.8269,USA,84170
Porto Santana,-0.0396,-51.18,BRA,83927
Johns Creek,34.0333,-84.2027,USA,83873
Mbarara,-0.5996,30.65,UGA,83700
Anzhero Sudzhensk,56.08,86.04,RUS,83692
Bethlehem,-28.2196,28.3,ZAF,83654
Londonderry,55.0004,-7.3333,GBR,83652
Troy,42.5817,-83.1458,USA,83641
Peterborough,44.3,-78.3333,CAN,83627
Gisenyi,-1.6847,29.2629,RWA,83623
Mission,26.204,-98.3251,USA,83563
Ocana,8.2404,-73.35,COL,83511
Ouidah,6.3604,2.09,BEN,83503
Resita,45.297,21.8865,ROU,83324
Codo,-4.4796,-43.88,BRA,83288
Bryan,30.6661,-96.367,USA,83260
Lake Forest,33.6606,-117.6712,USA,83240
Kampong Cham,12.0004,105.45,KHM,83233
Izmayil,45.3503,28.8374,UKR,83194
Buena Park,33.8572,-118.0046,USA,83156
Springfield,39.9304,-83.7961,USA,83115
Largo,27.9088,-82.7714,USA,83065
Tulcan,0.822,-77.732,ECU,83000
Alexandria,31.2923,-92.47,USA,82995
Cicero,41.8445,-87.7593,USA,82992
Antsiranana,-12.2765,49.3115,MDG,82937
Amasya,40.6537,35.833,TUR,82896
Wiener Neustadt,47.816,16.25,AUT,82762
Araxa,-19.5796,-46.95,BRA,82595
Mus,38.749,41.4969,TUR,82536
Nan,18.7868,100.7715,THA,82483
Pernik,42.61,23.0227,BGR,82467
Bagamoyo,-6.4396,38.89,TZA,82426
Chukai,4.2332,103.4479,MYS,82425
Palmerston North,-40.3527,175.6072,NZL,82400
Nangong,37.3704,115.37,CHN,82386
Chimaltenango,14.662,-90.82,GTM,82370
Giessen,50.5837,8.65,DEU,82358
Troitsk,54.1056,61.5702,RUS,82338
Banska Bystrica,48.7333,19.15,SVK,82336
Kanoya,31.3833,130.85,JPN,82335
Kilis,36.7204,37.12,TUR,82301
Fier,40.73,19.573,ALB,82297
Conroe,30.3174,-95.4705,USA,82286
Madera,36.964,-120.0803,USA,82278
Pleasanton,37.666,-121.8805,USA,82270
Polatsk,55.4894,28.786,BLR,82258
Asela,7.9504,39.1399,ETH,82240
Bolgatanga,10.7904,-0.85,GHA,82177
Abomey,7.1904,1.99,BEN,82154
Chililabombwe,-12.3696,27.82,ZMB,82068
Hattiesburg,31.3073,-89.3169,USA,81995
Qasserine,35.1804,8.83,TUN,81987
Presidencia Roque Saenz Pena,-26.79,-60.45,ARG,81879
Williamsburg,37.2691,-76.7075,USA,81840
Agboville,5.9403,-4.28,CIV,81770
Kaspiysk,42.8747,47.6244,RUS,81752
Lujan,-34.5796,-59.11,ARG,81749
Bendigo,-36.76,144.28,AUS,81657
Watampone,-4.5328,120.3334,IDN,81629
Campana,-34.16,-58.96,ARG,81612
Warwick,41.7061,-71.4334,USA,81579
Sukhumi,43.02,41.02,GEO,81546
Westland,42.3192,-83.3806,USA,81545
Lavras,-21.2496,-45.01,BRA,81472
Beziers,43.3505,3.21,FRA,81438
Balqash,46.8532,74.9502,KAZ,81364
Somerville,42.3908,-71.1013,USA,81322
Bistrita,47.138,24.513,ROU,81318
Avare,-23.11,-48.93,BRA,81285
Asbest,57.023,61.458,RUS,81248
Formosa,-15.5395,-47.34,BRA,81232
Pisco,-13.71,-76.22,PER,81207
Melbourne,28.1152,-80.653,USA,81185
Lakewood,33.8471,-118.1222,USA,81138
Farmington Hills,42.486,-83.3771,USA,81129
Salina Cruz,16.1671,-95.2,MEX,81063
Cranston,41.7658,-71.4858,USA,81034
Linares,-35.84,-71.59,CHL,81015
Zomba,-15.39,35.31,MWI,80932
Natitingou,10.3204,1.39,BEN,80892
Texarkana,33.4487,-94.0814,USA,80888
Alton,38.9033,-90.1523,USA,80871
Hobart,-42.85,147.295,AUS,80870
Saint Joseph,39.7598,-94.821,USA,80849
Abu Kamal,34.4504,40.9186,SYR,80808
Klin,56.3431,36.6987,RUS,80778
Atakpame,7.53,1.12,TGO,80683
Bingol,38.885,40.498,TUR,80568
Necochea,-38.56,-58.75,ARG,80478
Huacho,-11.11,-77.6199,PER,80474
Mountain View,37.4001,-122.0796,USA,80447
Tustin,33.7309,-117.8106,USA,80395
Uvinza,-5.1196,30.39,TZA,80350
Kilifi,-3.6096,39.85,KEN,80339
Lawrence,42.7003,-71.1626,USA,80209
Mbalmayo,3.5204,11.5,CMR,80206
Musan,42.2304,129.2304,PRK,80146
Meiganga,6.5205,14.29,CMR,80100
Al Karak,31.1851,35.7047,JOR,80062
Vorkuta,67.5,64.01,RUS,80039
Nabatiye et Tahta,33.3833,35.45,LBN,80000
Capenda-Camulemba,-9.4196,18.43,AGO,80000
Xigaze,29.25,88.8833,CHN,80000
Koktokay,47.0004,89.4666,CHN,80000
Ciudad Mante,22.7334,-98.95,MEX,79981
Valdosta,30.8503,-83.2789,USA,79844
Deerfield Beach,26.305,-80.1278,USA,79764
Prachin Buri,14.0572,101.3768,THA,79757
Brooklyn Park,45.1112,-93.3505,USA,79707
Khaskovo,41.9438,25.5633,BGR,79699
Quillota,-32.88,-71.26,CHL,79686
Erdenet,49.0533,104.1183,MNG,79647
Kropotkin,45.4471,40.5821,RUS,79599
Itumbiara,-18.3996,-49.21,BRA,79582
New Rochelle,40.9305,-73.7836,USA,79557
Beni Mazar,28.4904,30.81,EGY,79553
Ouahigouya,13.5704,-2.42,BFA,79504
Shadrinsk,56.0837,63.6333,RUS,79479
Parma,41.3842,-81.7286,USA,79425
Abaetetuba,-1.7245,-48.8849,BRA,79420
Cheyenne,41.1418,-104.7943,USA,79217
Kadoma,-18.33,29.9099,ZWE,79174
Kokomo,40.464,-86.1277,USA,79048
Paysandu,-32.33,-58.08,URY,79016
Inowroclaw,52.7799,18.25,POL,79007
Slatina,44.435,24.371,ROU,78988
Alameda,37.767,-122.2673,USA,78906
Kupyansk,49.7218,37.5981,UKR,78870
Chino Hills,33.9508,-117.7254,USA,78822
Shulan,44.4091,126.9487,CHN,78764
Sagaing,21.88,95.962,MMR,78739
Hania,35.5122,24.0156,GRC,78728
Tres Lagoas,-20.79,-51.72,BRA,78712
Biel,47.1666,7.25,CHE,78708
Kankakee,41.1019,-87.8643,USA,78682
Gualeguaychu,-33.02,-58.52,ARG,78676
Ceuta,35.889,-5.307,ESP,78674
Dondo,-19.6196,34.73,MOZ,78648
Sao Joao del Rei,-21.13,-44.25,BRA,78592
Newark,40.0703,-82.4252,USA,78563
Springdale,36.1897,-94.1574,USA,78557
St.-Jerome,45.7666,-74,CAN,78439
Florence,34.83,-87.6658,USA,78321
Pingyi,35.5104,117.62,CHN,78254
Umea,63.83,20.24,SWE,78197
Zahle,33.8501,35.9042,LBN,78145
Anderson,34.521,-82.6477,USA,78138
Wa,10.0604,-2.5,GHA,78107
Wheeling,40.0753,-80.6951,USA,78088
Flagstaff,35.1867,-111.6175,USA,78065
Gangtok,27.3333,88.6166,IND,77900
Lebanon,40.3412,-76.4228,USA,77839
Bellflower,33.888,-118.1271,USA,77790
Marsala,37.8054,12.4387,ITA,77784
Linkou,45.2819,130.2519,CHN,77754
Hakkari,37.5744,43.7408,TUR,77699
Numan,9.4604,12.04,NGA,77617
Milpitas,37.4338,-121.8921,USA,77528
Kars,40.6085,43.0975,TUR,77486
Auburn,47.3039,-122.2108,USA,77472
Itauna,-20.06,-44.57,BRA,77400
Soke,37.7512,27.4103,TUR,77341
Pharr,26.1687,-98.1904,USA,77320
Folsom,38.6751,-121.1476,USA,77271
Watsonville,36.9206,-121.7706,USA,77266
Goodyear,33.2613,-112.3622,USA,77258
Plymouth,45.0225,-93.4617,USA,77216
Kayes,14.45,-11.44,MLI,77207
Ende,-8.8623,121.6489,IDN,77205
San Carlos,9.658,-68.59,VEN,77192
Jiexiu,37.04,111.9,CHN,77178
Battle Creek,42.2985,-85.2295,USA,77174
Fort Myers,26.6197,-81.8306,USA,77146
Ovalle,-30.59,-71.2001,CHL,77138
Hammond,41.617,-87.4908,USA,77134
Sao Mateus,-18.7296,-39.86,BRA,77117
Elizabethtown,37.7033,-85.8771,USA,77016
Butare,-2.5896,29.73,RWA,77000
La Rochelle,46.1667,-1.15,FRA,76997
Altoona,40.5084,-78.401,USA,76943
Thakhek,17.4112,104.8361,LAO,76928
Sarqan,45.4203,79.9149,KAZ,76919
Karur,10.9504,78.0833,IND,76915
Loveland,40.4168,-105.0622,USA,76897
Pori,61.4789,21.7749,FIN,76772
San Felipe,10.336,-68.746,VEN,76766
Lake Jackson,29.052,-95.4518,USA,76721
Oudtshoorn,-33.58,22.19,ZAF,76708
Upland,34.1178,-117.6603,USA,76684
Uttaradit,17.6316,100.0972,THA,76630
Jatai,-17.8796,-51.75,BRA,76547
Sao Joao da Boa Vista,-21.98,-46.79,BRA,76540
Porterville,36.0636,-119.0332,USA,76512
Baldwin Park,34.0829,-117.972,USA,76464
Al Musayyib,32.7786,44.29,IRQ,76454
Gary,41.5906,-87.3472,USA,76424
Anniston,33.6713,-85.8137,USA,76350
Tucurui,-3.68,-49.72,BRA,76337
Perris,33.7897,-117.2233,USA,76331
Honiara,-9.438,159.9498,SLB,76328
Masvingo,-20.0596,30.82,ZWE,76311
Babahoyo,-1.7996,-79.54,ECU,76279
Tuban,-6.8995,112.05,IDN,76242
Sakhon Nakhon,17.1679,104.1479,THA,76237
Birobidzhan,48.7974,132.9508,RUS,76146
Saint Augustine,29.8979,-81.31,USA,76129
Tamanrasset,22.785,5.5228,DZA,76000
Tailai,46.3904,123.41,CHN,75992
Baytown,29.7607,-94.9628,USA,75992
Mackay,-21.1439,149.15,AUS,75922
Kamensk Shakhtinskiy,48.3318,40.2518,RUS,75814
Buynaksk,42.8335,47.113,RUS,75800
Layton,41.0773,-111.9618,USA,75655
San Ramon,37.7625,-121.9366,USA,75639
Galway,53.2724,-9.0488,IRL,75594
Boynton Beach,26.5282,-80.0812,USA,75569
Wyoming,42.8909,-85.7067,USA,75567
Davis,38.5552,-121.7365,USA,75553
Nevsehir,38.624,34.724,TUR,75527
Arlington Heights,42.0955,-87.9825,USA,75525
Campo Murao,-24.0496,-52.42,BRA,75401
Hilton Head Island,32.1896,-80.7499,USA,75328
Union City,37.603,-122.0187,USA,75322
Bethlehem,40.6266,-75.3679,USA,75293
Kompong Chhnang,12.2505,104.6666,KHM,75244
Agrinio,38.6218,21.4077,GRC,75233
Idah,7.1104,6.7399,NGA,75087
Oshkosh,44.0242,-88.561,USA,75057
Bombo,0.5833,32.5333,UGA,75000
Gode,5.95,43.45,ETH,75000
Evanston,42.0463,-87.6942,USA,74895
Red Deer,52.2666,-113.8,CAN,74857
Franklin,35.9215,-86.8522,USA,74794
Darhan,49.6167,106.35,MNG,74738
Zephyrhills,28.2404,-82.1796,USA,74712
Cachoeira do Sul,-30.03,-52.91,BRA,74694
Greenock,55.9333,-4.75,GBR,74635
Toledo,39.867,-4.0167,ESP,74632
Missouri City,29.5634,-95.5377,USA,74561
Bolingbrook,41.6911,-88.1012,USA,74518
Manokwari,-0.8711,134.0693,IDN,74504
Shanxian,34.7904,116.08,CHN,74459
Schaumburg,42.0307,-88.0838,USA,74446
Camden,39.9361,-75.1072,USA,74420
Wausau,44.9616,-89.6439,USA,74186
Camarillo,34.223,-119.0325,USA,74152
Karlstad,59.3671,13.4999,SWE,74141
Kara Balta,42.8306,73.8857,KGZ,74133
San Ramon de la Nueva Oran,-23.14,-64.32,ARG,74059
Standerton,-26.9395,29.24,ZAF,74021
Riberalta,-10.983,-66.1,BOL,74014
Prey Veng,11.484,105.324,KHM,74000
New Braunfels,29.6995,-98.1152,USA,73959
Cozumel,20.51,-86.95,MEX,73934
Kiffa,16.62,-11.4,MRT,73930
Jackson,35.6535,-88.8351,USA,73860
Grand Bassam,5.2004,-3.75,CIV,73772
Farah,32.3917,62.0968,AFG,73647
Munchon,39.3813,127.2517,PRK,73619
Bawku,11.0604,-0.24,GHA,73594
Flower Mound,33.0344,-97.1147,USA,73547
Sumter,33.9393,-80.3929,USA,73468
Mansfield,40.7655,-82.5276,USA,73450
Rochester Hills,42.6645,-83.1563,USA,73422
Sundsvall,62.4001,17.3167,SWE,73389
Onitsha,6.1404,6.78,NGA,73374
Mandurah,-32.5235,115.7471,AUS,73356
Mpanda,-6.3596,31.05,TZA,73338
Skien,59.2,9.6,NOR,73330
Roanne,46.0333,4.0667,FRA,73315
Bonao,18.942,-70.409,DOM,73269
Cuamba,-14.7896,36.54,MOZ,73268
Calarasi,44.2063,27.3259,ROU,73224
Tatvan,38.5066,42.2816,TUR,73222
General Roca,-39.02,-67.61,ARG,73212
Tokar,18.4333,37.7333,SDN,73202
Morgantown,39.6379,-79.9468,USA,73183
Southfield,42.4765,-83.2605,USA,73100
Nekemte,9.0905,36.53,ETH,73018
Owensboro,37.7574,-87.1181,USA,73011
Korosten,50.9504,28.65,UKR,72984
San Juan,18.807,-71.229,DOM,72950
Winchester,39.1734,-78.1745,USA,72928
San Marcos,29.8766,-97.9311,USA,72928
Dabou,5.3204,-4.3899,CIV,72913
Guadalajara,40.6337,-3.1666,ESP,72850
Jonesboro,35.8211,-90.6793,USA,72838
Quang Tri,16.7504,107.2,VNM,72722
Tamazunchale,21.2704,-98.78,MEX,72685
Georgievsk,44.1599,43.4699,RUS,72649
Carlisle,54.88,-2.93,GBR,72633
New Britain,41.6758,-72.7862,USA,72558
Apple Valley,34.5329,-117.2102,USA,72553
Lanxi,46.2664,126.276,CHN,72528
Harrisonburg,38.4362,-78.8735,USA,72470
Launceston,-41.4498,147.1302,AUS,72458
Keshan,48.0263,125.866,CHN,72403
Bacabal,-4.23,-44.8,BRA,72372
Waukesha,43.0088,-88.2462,USA,72363
Conway,35.0754,-92.4696,USA,72360
Venado Tuerto,-33.7496,-61.97,ARG,72340
Bourges,47.0837,2.4,FRA,72340
Rancho Cordova,38.5739,-121.2521,USA,72326
Goya,-29.14,-59.27,ARG,72304
Montepuez,-13.1196,39,MOZ,72279
As Suwayda,32.7004,36.5666,SYR,72248
Esbjerg,55.467,8.45,DNK,72205
Chusovoy,58.2934,57.813,RUS,72113
Nizwa,22.9264,57.5314,OMN,72076
Dothan,31.2335,-85.4066,USA,71899
Chalkida,38.464,23.6124,GRC,71842
Kalamata,37.0389,22.1142,GRC,71823
Andkhvoy,36.9317,65.1015,AFG,71730
Vratsa,43.21,23.5625,BGR,71633
Lauderhill,26.1605,-80.2241,USA,71626
Cleveland,35.1816,-84.8709,USA,71601
Chernogorsk,53.8313,91.2227,RUS,71582
Porto Uniao,-26.2396,-51.08,BRA,71578
Goiana,-7.5596,-35,BRA,71549
Monastir,35.7307,10.7673,TUN,71546
Lodi,38.1218,-121.2933,USA,71515
Wilmington,39.7349,-75.5286,USA,71442
Pawtucket,41.8743,-71.3744,USA,71427
Wenatchee,47.4251,-120.329,USA,71426
Cankiri,40.607,33.621,TUR,71379
Upington,-28.46,21.23,ZAF,71373
Mardin,37.3115,40.7427,TUR,71373
Kovel,51.2171,24.7166,UKR,71301
Redlands,34.0512,-117.171,USA,71288
Sotik,-0.6796,35.12,KEN,71285
Asti,44.93,8.21,ITA,71276
Zadar,44.1201,15.2623,HRV,71258
Ijui,-28.3895,-53.9199,BRA,71202
Anlu,31.27,113.67,CHN,71198
Lynwood,33.924,-118.2017,USA,71187
Salima,-13.7829,34.4333,MWI,71181
Mamou,10.3804,-12.1,GIN,71153
Comayagua,14.4604,-87.65,HND,71142
Muyinga,-2.8523,30.3173,BDI,71076
Altamira,-3.1996,-52.21,BRA,70888
Saraburi,14.5304,100.88,THA,70769
Debre Markos,10.34,37.72,ETH,70758
Paracatu,-17.1996,-46.87,BRA,70753
Ali Bayramli,39.9323,48.9203,AZE,70684
Pittsburg,38.019,-121.897,USA,70679
Passaic,40.8574,-74.1281,USA,70635
Lethbridge,49.7005,-112.8333,CAN,70617
Mindelo,16.8838,-25,CPV,70611
Byumba,-1.5796,30.06,RWA,70593
Pasco,46.2499,-119.1271,USA,70579
Saint Gallen,47.423,9.362,CHE,70572
Scarborough,54.2804,-0.43,GBR,70571
Bristol,36.5572,-82.2144,USA,70560
Tatabanya,47.55,18.433,HUN,70541
Volsk,52.0347,47.3743,RUS,70500
Baiquan,47.6018,126.0819,CHN,70472
Pocatello,42.8716,-112.466,USA,70445
Sheboygan,43.7448,-87.7317,USA,70436
Kastamonu,41.389,33.783,TUR,70402
Iguatu,-6.36,-39.3,BRA,70380
Sunyani,7.336,-2.336,GHA,70299
Janesville,42.6855,-89.0137,USA,70299
Lima,40.7409,-84.1121,USA,70296
Chau Doc,10.7004,105.1167,VNM,70239
Belogorsk,50.9191,128.4637,RUS,70203
Karakol,42.492,78.3818,KGZ,70171
Lisala,2.14,21.51,COD,70087
Weston,26.1003,-80.4052,USA,70015
Rongzhag,30.9504,101.9167,CHN,70000
West Bend,43.4184,-88.1823,USA,69810
Lobatse,-25.2196,25.68,BWA,69804
North Richland Hills,32.8605,-97.218,USA,69798
Trnava,48.3666,17.6,SVK,69785
Totonicapan,14.914,-91.358,GTM,69734
Decatur,34.5733,-86.9919,USA,69660
Ouezzane,34.8103,-5.57,MAR,69658
Arba Minch,6.04,37.55,ETH,69622
Hammond,30.5059,-90.4561,USA,69616
Rio Verde,21.93,-99.98,MEX,69613
Paragominas,-2.9596,-47.49,BRA,69613
Tuy Hoa,13.082,109.316,VNM,69596
Guajara-Miram,-10.8,-65.3499,BRA,69586
Maple Grove,45.1088,-93.4626,USA,69576
Villa Carlos Paz,-31.42,-64.5,ARG,69451
Jaboticabal,-21.25,-48.33,BRA,69394
Union City,40.7675,-74.0323,USA,69296
Saint Charles,38.7957,-90.5155,USA,69293
Bafia,4.7504,11.23,CMR,69270
Kolda,12.9104,-14.95,SEN,69267
Arauca,7.0907,-70.7616,COL,69264
Vaslui,46.6333,27.7333,ROU,69225
Casper,42.843,-106.3205,USA,69224
Hasselt,50.964,5.484,BEL,69222
Ongjin,37.9371,125.3571,PRK,69195
Walnut Creek,37.9025,-122.0398,USA,69122
Azogues,-2.74,-78.84,ECU,69087
Giurgiu,43.93,25.84,ROU,69067
Potenza,40.642,15.799,ITA,69060
Ayr,55.4504,-4.6167,GBR,69042
South Jordan,40.5571,-111.9783,USA,69034
Jorhat,26.75,94.2167,IND,69033
Mocuba,-16.8496,38.26,MOZ,68984
Ragusa,36.93,14.73,ITA,68956
Daphne,30.6291,-87.8872,USA,68940
Liuhe,42.2789,125.7173,CHN,68938
Guines,22.8361,-82.028,CUB,68935
Cedar Park,30.5133,-97.818,USA,68918
Dubuque,42.5007,-90.7064,USA,68873
Timbuktu,16.7666,-3.0166,MLI,68872
Victoria,28.8284,-96.9848,USA,68845
Wum,6.4004,10.07,CMR,68836
Chulucanas,-5.0896,-80.17,PER,68835
Tuymazy,54.6048,53.6943,RUS,68829
Woodbury,44.9056,-92.9231,USA,68820
Oranjestad,12.5304,-70.029,ABW,68775
Palatine,42.1181,-88.043,USA,68766
Al Ahmadi,29.0769,48.0838,KWT,68763
Saywun,15.943,48.7873,YEM,68747
Kamloops,50.6667,-120.3333,CAN,68714
Gavle,60.667,17.1666,SWE,68635
Mount Vernon,48.4203,-122.3114,USA,68613
Borisoglebsk,51.3687,42.0887,RUS,68597
Carbondale,37.7219,-89.2237,USA,68540
Sabanalarga,10.64,-74.92,COL,68535
L'Aquila,42.3504,13.39,ITA,68503
Bossier City,32.5227,-93.6665,USA,68485
Mount Vernon,40.9136,-73.8291,USA,68344
Turkmenbasy,40.023,52.9697,TKM,68292
Saldanha,-33.01,17.93,ZAF,68284
Matara,5.949,80.5428,LKA,68244
Lodja,-3.4896,23.42,COD,68244
Yorba Linda,33.889,-117.7714,USA,68235
Oturkpo,7.1904,8.13,NGA,68220
Weirton,40.406,-80.5671,USA,68173
Narathiwat,6.4318,101.8214,THA,68112
Artemisa,22.8134,-82.7619,CUB,68073
Balsas,-7.52,-46.05,BRA,68056
Homestead,25.4664,-80.4472,USA,67996
Putrajaya,2.914,101.7019,MYS,67964
Calbayog,12.0672,124.6042,PHL,67921
Concepcion del Uruguay,-32.48,-58.24,ARG,67895
Redondo Beach,33.8574,-118.3766,USA,67867
Garissa,-0.4396,39.67,KEN,67861
Ames,42.0262,-93.6275,USA,67841
Minxian,34.4362,104.0306,CHN,67826
Deva,45.8833,22.9167,ROU,67802
Khanty Mansiysk,61.0015,69.0015,RUS,67800
Gaithersburg,39.1347,-77.213,USA,67776
Ishim,56.1502,69.4498,RUS,67762
Matehuala,23.6604,-100.65,MEX,67717
Bay City,43.5903,-83.8886,USA,67712
Juchitan,16.43,-95.02,MEX,67637
DeKalb,41.9299,-88.7478,USA,67501
Soyo,-6.1296,12.37,AGO,67491
Hanover,39.8118,-76.9835,USA,67480
Santa Ines,-3.66,-45.39,BRA,67424
El Bayadh,33.6904,1.01,DZA,67413
Oktyabrskiy,52.6636,156.2387,RUS,67386
Delray Beach,26.455,-80.0905,USA,67371
Dimbokro,6.6505,-4.71,CIV,67349
Tejen,37.3786,60.496,TKM,67294
Kasese,0.2325,29.9883,UGA,67269
Tzaneen,-23.8195,30.17,ZAF,67245
Jelgava,56.6527,23.7128,LVA,67207
Lao Chi,22.5014,103.966,VNM,67206
Puerto Maldonado,-12.6,-69.1833,PER,67155
Georgetown,30.6669,-97.694,USA,67140
Mbaiki,3.8704,18,CAF,67132
Kenner,30.0109,-90.2549,USA,67089
Palo Alto,37.3917,-122.1465,USA,67024
Jaltipan,17.94,-94.74,MEX,66998
Fairbanks,64.8353,-147.6533,USA,66996
Narva,59.3776,28.1603,EST,66980
South San Francisco,37.6537,-122.4197,USA,66980
Saratoga Springs,43.0674,-73.7775,USA,66945
Petaluma,38.2423,-122.6267,USA,66940
Rockville,39.0834,-77.1553,USA,66940
Apatity,67.5731,33.393,RUS,66907
Kati,12.7504,-8.08,MLI,66895
Aleksin,54.5143,37.0944,RUS,66885
Kissidougou,9.1905,-10.12,GIN,66815
Sherman,33.6266,-96.6195,USA,66791
Bani,18.28,-70.331,DOM,66709
Las Heras,-32.825,-68.8017,ARG,66663
Daytona Beach,29.1959,-81.0935,USA,66645
Nalut,31.8804,10.97,LBY,66609
Broomfield,39.9541,-105.0526,USA,66529
Grand Forks,47.912,-97.0751,USA,66487
Mansehra,34.3418,73.1968,PAK,66486
Eagan,44.8168,-93.1638,USA,66428
Los Lunas,34.8092,-106.7663,USA,66411
Kungur,57.4348,56.9543,RUS,66389
Klintsy,52.7652,32.2448,RUS,66336
Neryungri,56.674,124.7104,RUS,66320
Huinan,42.6229,126.2614,CHN,66315
Lahij,13.0582,44.8838,YEM,66288
North Little Rock,34.7813,-92.2378,USA,66278
Leninogorsk,54.5987,52.4487,RUS,66263
Pyongsan,38.3367,126.3866,PRK,66260
Bayonne,40.6659,-74.1141,USA,66238
Burdur,37.7167,30.2833,TUR,66158
Alba Lulia,46.077,23.58,ROU,66085
Moron,22.1099,-78.6275,CUB,66060
Great Falls,47.5016,-111.2993,USA,65960
Lesosibirsk,58.2433,92.4833,RUS,65945
Lahat,-3.8,103.5333,IDN,65906
Rocky Mount,35.9675,-77.8047,USA,65851
Rockhampton,-23.3639,150.52,AUS,65850
Chabahar,25.3004,60.6299,IRN,65801
Polevskoy,56.4434,60.188,RUS,65770
Sodo,6.9,37.75,ETH,65737
Mansfield,32.5692,-97.1208,USA,65631
Phyarpon,16.2933,95.6829,MMR,65601
Rio Negro,-26.1,-49.79,BRA,65597
Panaji,15.492,73.818,IND,65586
Prince George,53.9167,-122.7667,CAN,65558
Corvallis,44.5697,-123.2781,USA,65465
Santo Angelo,-28.3,-54.28,BRA,65420
Bani Walid,31.7704,13.99,LBY,65392
Masaka,-0.3296,31.73,UGA,65373
Michigan City,41.7098,-86.8705,USA,65356
Alpharetta,34.0704,-84.2739,USA,65338
Parkersburg,39.2624,-81.5419,USA,65331
Laguna Niguel,33.5275,-117.705,USA,65328
Kumertau,52.7748,55.7843,RUS,65321
San Clemente,33.4498,-117.6103,USA,65309
Birni Nkonni,13.7904,5.2599,NER,65252
Debre Birhan,9.6804,39.53,ETH,65231
Bekescsaba,46.672,21.101,HUN,65206
Tamarac,26.2057,-80.2547,USA,65199
Coban,15.47,-90.38,GTM,65194
Shawnee,39.0158,-94.8076,USA,65194
Longview,46.1471,-122.9642,USA,65156
Elmira,42.0938,-76.8097,USA,65104
Rogers,36.3172,-94.1515,USA,65021
Ji-Parana,-10.8333,-61.967,BRA,65016
Boras,57.7304,12.92,SWE,65008
Solwezi,-12.1796,26.4,ZMB,65000
Saki,41.1923,47.1705,AZE,64968
Schenectady,42.8025,-73.9276,USA,64913
Krasnoturinsk,59.7948,60.4848,RUS,64878
Tan Tan,28.4304,-11.1,MAR,64868
Johnstown,40.3258,-78.9194,USA,64842
Gurupi,-11.7196,-49.06,BRA,64789
East Orange,40.7651,-74.2118,USA,64789
Rafha,29.6202,43.4948,SAU,64755
Feyzabad,37.1298,70.5792,AFG,64704
Mazatenango,14.5304,-91.51,GTM,64652
Binga,2.3834,20.42,COD,64639
Buckeye,33.4318,-112.643,USA,64629
West Des Moines,41.5527,-93.7803,USA,64560
Puerto Madryn,-42.77,-65.04,ARG,64555
Parintins,-2.61,-56.74,BRA,64428
