city_ascii,lat,lng,iso3,population
Puerto Plata,19.7902,-70.6902,DOM,119897
Maxixe,-23.866,35.3886,MOZ,119868
Trois Rivieres,46.35,-72.5499,CAN,119693
Leominster,42.5209,-71.7717,USA,119538
Jau,-22.2896,-48.57,BRA,119206
Tetovo,42.0092,20.9701,MKD,119132
Udine,46.07,13.24,ITA,119009
Pleven,43.4238,24.6134,BGR,118675
Seaside,36.6224,-121.8191,USA,118670
Zielona Gora,51.9504,15.5,POL,118433
Anuradhapura,8.35,80.3833,LKA,118302
Qomsheh,32.0115,51.8597,IRN,118301
Tongren,27.6804,109.13,CHN,118290
Berdyansk,46.7568,36.7868,UKR,118284
Bandundu,-3.31,17.38,COD,118211
Bama,11.5204,13.69,NGA,118121
Ourense,42.33,-7.87,ESP,118107
Setubal,38.53,-8.9,PRT,117974
Nakhon Pathom,13.818,100.064,THA,117927
Sokode,8.9905,1.15,TGO,117811
Agadez,16.9959,7.9828,NER,117770
Jalingo,8.9004,11.36,NGA,117757
Dunedin,-45.8854,170.491,NZL,117700
Monroe,32.5184,-92.0775,USA,117673
Achinsk,56.27,90.5,RUS,117634
Anaco,9.44,-64.46,VEN,117596
Arvada,39.8321,-105.1508,USA,117453
Punta Arenas,-53.165,-70.94,CHL,117430
San Martin,-33.07,-68.49,ARG,117399
Langsa,4.6736,97.9664,IDN,117256
Vyborg,60.7039,28.7549,RUS,117201
Calabozo,8.9304,-67.44,VEN,117132
Chiang Rai,19.9119,99.8265,THA,117127
Nkongsamba,4.9604,9.94,CMR,117063
Kindia,10.06,-12.87,GIN,117062
Independence,39.0871,-94.3503,USA,117030
Gao,16.2666,-0.05,MLI,116967
Iowa City,41.6558,-91.5304,USA,116891
Port-Gentil,-0.72,8.78,GAB,116836
Kingsport,36.522,-82.5452,USA,116745
Huanren,41.2563,125.346,CHN,116621
Taonan,45.3304,122.78,CHN,116611
Puno,-15.8329,-70.0333,PER,116552
Jaen,37.7704,-3.8,ESP,116400
Nizhyn,51.0541,31.8903,UKR,116288
Yakeshi,49.2804,120.73,CHN,116284
Boke,10.94,-14.3,GIN,116270
Cherkessk,44.2904,42.06,RUS,116224
Dover,39.16,-75.5204,USA,116114
Navajoa,27.0819,-109.4546,MEX,116093
Tahoua,14.9,5.2599,NER,115956
Yelets,52.58,38.5,RUS,115919
Buizhou,37.3704,118.02,CHN,115893
Sri Jawewardenepura Kotte,6.9,79.95,LKA,115826
El Monte,34.0739,-118.0291,USA,115807
Inhambane,-23.858,35.3398,MOZ,115776
Rock Hill,34.9413,-81.026,USA,115755
Toliara,-23.3568,43.69,MDG,115319
Abilene,32.4543,-99.7384,USA,115285
Goulimine,28.98,-10.07,MAR,115267
Pouso Alegre,-22.22,-45.94,BRA,115201
Kulob,37.9212,69.7757,TJK,115164
Nabeul,36.4603,10.73,TUN,115149
Tuguegarao,17.6131,121.7269,PHL,115105
Rochester,44.0152,-92.4776,USA,114976
Ciudad Valles,21.98,-99.02,MEX,114964
Delicias,28.2,-105.5,MEX,114783
Botosani,47.7484,26.6597,ROU,114783
Kamyanets-Podilskyy,48.6843,26.5809,UKR,114658
Giyon,8.5304,37.97,ETH,114534
Norman,35.2335,-97.3471,USA,114444
Clearwater,27.9787,-82.7623,USA,114361
Shashemene,7.2004,38.59,ETH,114350
Utica,43.0961,-75.226,USA,114350
Valparai,10.3204,76.97,IND,114308
Kuito,-12.38,16.94,AGO,114286
Maribor,46.5405,15.65,SVN,114228
Kingston,44.2337,-76.4833,CAN,114195
Bloomington,39.1637,-86.5257,USA,114140
Siirt,37.944,41.933,TUR,114034
Kankan,10.39,-9.31,GIN,114009
Carlsbad,33.1246,-117.2836,USA,113952
Zhijiang,27.4409,109.678,CHN,113907
Kecskemet,46.9,19.7,HUN,113895
Westminster,39.8837,-105.0627,USA,113875
Laghouat,33.81,2.88,DZA,113872
Botucatu,-22.8796,-48.45,BRA,113862
Texas City,29.4127,-94.9658,USA,113847
Tobolsk,58.1998,68.2648,RUS,113800
Curico,-34.98,-71.24,CHL,113711
West Jordan,40.6024,-112.0008,USA,113699
Baerum,59.9135,11.3472,NOR,113659
Saint Cloud,45.5339,-94.1718,USA,113649
Santa Cruz do Sul,-29.71,-52.44,BRA,113625
Pearland,29.5585,-95.3201,USA,113570
Praia,14.9167,-23.5167,CPV,113364
Kipushi,-11.7596,27.25,COD,113347
Richardson,32.9717,-96.7092,USA,113347
Downey,33.9379,-118.1312,USA,113267
Kitami,43.8504,143.9,JPN,113137
Exeter,50.7004,-3.53,GBR,113118
Miami Gardens,25.9433,-80.2425,USA,113058
Temecula,33.4928,-117.1315,USA,113054
Male,4.1667,73.4999,MDV,112927
Tokmak,42.8299,75.2846,KGZ,112860
Costa Mesa,33.6667,-117.9135,USA,112822
Waterloo,42.492,-92.3522,USA,112635
Nefteyugansk,61.0777,72.7027,RUS,112632
Shaowu,27.3004,117.5,CHN,112585
Mojokerto,-7.4696,112.43,IDN,112557
Satu Mare,47.792,22.885,ROU,112490
Guanajuato,21.0204,-101.28,MEX,112200
Mazyr,52.046,29.2722,BLR,112137
Elgin,42.0385,-88.3227,USA,112123
Iguala,18.37,-99.54,MEX,112106
Coeur d'Alene,47.7041,-116.7928,USA,112088
Juba,4.83,31.58,SSD,111975
Nakhon Sawan,15.7,100.07,THA,111915
Iringa,-7.7696,35.69,TZA,111820
Zwolle,52.524,6.097,NLD,111805
El Centro,32.7873,-115.5578,USA,111733
Kandy,7.28,80.67,LKA,111701
Conselheiro Lafaiete,-20.67,-43.79,BRA,111596
Daugavpils,55.88,26.51,LVA,111564
Gresham,45.5023,-122.4414,USA,111523
Kuqa,41.7277,82.9364,CHN,111499
Magelang,-7.4696,110.18,IDN,111461
Santa Rosa,-36.62,-64.3,ARG,111424
Jawhar,2.767,45.5166,SOM,111308
Saint George,37.0769,-113.5771,USA,111090
Algeciras,36.1267,-5.4665,ESP,111027
Nsukka,6.867,7.3834,NGA,111017
Nguru,12.8804,10.45,NGA,111014
Gilroy,37.0048,-121.5843,USA,111004
Balkanabat,39.5124,54.3649,TKM,110827
Manzanillo,19.0496,-104.3231,MEX,110735
Inglewood,33.9566,-118.3444,USA,110654
Cambridge,42.3758,-71.1184,USA,110651
Pemba,-12.983,40.5323,MOZ,110643
Volos,39.37,22.95,GRC,110632
Noyabrsk,63.1665,75.6165,RUS,110572
Lowell,42.6389,-71.3217,USA,110558
Yaynangyoung,20.4615,94.881,MMR,110553
Manzini,-26.495,31.388,SWZ,110537
Santa Fe,35.6619,-105.9818,USA,110208
Mzuzu,-11.46,34.02,MWI,110201
Bouira,36.3805,3.9,DZA,110144
Garanhuns,-8.89,-36.5,BRA,110085
Linqing,36.8504,115.68,CHN,110046
David,8.4333,-82.4333,PAN,110037
Milagro,-2.1796,-79.6,ECU,109970
Bataysk,47.1368,39.7449,RUS,109962
Centennial,39.5927,-104.8674,USA,109932
Hailun,47.4504,126.93,CHN,109881
Lichinga,-13.3,35.24,MOZ,109839
Richmond,37.9477,-122.339,USA,109813
Kandi,11.1304,2.94,BEN,109701
Dali,34.7953,109.9378,CHN,109696
Tieli,46.9504,128.05,CHN,109636
Ipiales,0.8304,-77.65,COL,109618
Catanduva,-21.14,-48.98,BRA,109612
Szombathely,47.2253,16.6287,HUN,109518
Heihe,50.25,127.446,CHN,109427
Siem Reap,13.3666,103.85,KHM,109398
Pompano Beach,26.2428,-80.1312,USA,109393
North Charleston,32.9086,-80.0705,USA,109298
Szolnok,47.1864,20.1794,HUN,109261
Sergiyev Posad,56.33,38.17,RUS,109252
Tumbes,-3.57,-80.46,PER,109223
San Rafael,-34.6,-68.3333,ARG,109163
Matagalpa,12.9171,-85.9167,NIC,109089
Pottstown,40.2508,-75.6445,USA,109052
Tuxpam,20.9604,-97.41,MEX,109049
Everett,47.9524,-122.1672,USA,109043
Leninsk Kuznetsky,54.66,86.17,RUS,109023
Soubre,5.7904,-6.61,CIV,108933
Karamay,45.5899,84.8599,CHN,108769
Kaposvar,46.367,17.8,HUN,108528
Mopti,14.49,-4.18,MLI,108456
Trincomalee,8.569,81.233,LKA,108420
Burlington,44.4877,-73.2314,USA,108331
Nehe,48.49,124.88,CHN,108253
Kyzyl,51.7067,94.3831,RUS,108240
Mascara,35.4004,0.14,DZA,108230
Oktyabrskiy,54.46,53.46,RUS,108200
Birnin Kebbi,12.4504,4.1999,NGA,108164
West Palm Beach,26.7468,-80.1315,USA,108161
En Nuhud,12.6904,28.42,SDN,108008
West Covina,34.0555,-117.9112,USA,107847
Esteli,13.09,-86.36,NIC,107839
Barletta,41.32,16.27,ITA,107830
Trento,46.0804,11.12,ITA,107808
Escuintla,15.33,-92.63,MEX,107638
Escuintla,14.3004,-90.78,GTM,107638
Kogon,39.7211,64.5458,UZB,107566
Rimnicu Vilcea,45.11,24.383,ROU,107558
Koszalin,54.2,16.1833,POL,107450
Broken Arrow,36.0367,-95.7808,USA,107403
Obninsk,55.0804,36.62,RUS,107392
Shinyanga,-3.6596,33.42,TZA,107362
Luxembourg,49.6117,6.13,LUX,107260
Vasteraas,59.63,16.54,SWE,107194
Chapayevsk,52.9743,49.7243,RUS,107164
Louangphrabang,19.8845,102.1416,LAO,107142
Ilebo,-4.3196,20.61,COD,107093
Golmud,36.4166,94.8833,CHN,107092
Apucarana,-23.55,-51.47,BRA,107085
Pardubice,50.0404,15.76,CZE,107064
Salisbury,38.3755,-75.5883,USA,107026
Ratchaburi,13.5419,99.8215,THA,106996
Elista,46.3287,44.2087,RUS,106971
Taungoo,18.9483,96.4179,MMR,106945
Kandalaksha,67.1643,32.4144,RUS,106798
Sioux City,42.4959,-96.3901,USA,106740
Eau Claire,44.8202,-91.4948,USA,106681
Douliou,23.7075,120.5439,TWN,106653
Clovis,36.8283,-119.6851,USA,106583
Coimbra,40.2004,-8.4167,PRT,106582
Drobeta-Turnu Severin,44.6459,22.6659,ROU,106578
Daly City,37.6863,-122.4684,USA,106472
Longjiang,47.3404,123.18,CHN,106384
Namur,50.4704,4.87,BEL,106284
Novotroitsk,51.2,58.33,RUS,106186
Norwalk,33.9069,-118.0829,USA,106178
Raba,-8.45,118.7666,IDN,106101
Turlock,37.5053,-120.8588,USA,106100
Bage,-31.32,-54.1,BRA,106098
Derbent,42.0578,48.2774,RUS,105965
Suceava,47.6377,26.2593,ROU,105796
Annecy,45.9,6.1167,FRA,105749
Sandy Springs,33.9366,-84.3703,USA,105703
Salto,-31.3903,-57.9687,URY,105690
Azare,11.6804,10.19,NGA,105687
Lahad Datu,5.0464,118.336,MYS,105622
Sadah,16.9398,43.8498,YEM,105542
Assab,13.01,42.73,ERI,105496
Kon Tum,14.3838,107.9833,VNM,105489
Fresnillo,23.1704,-102.86,MEX,105488
Lugano,46.0004,8.9667,CHE,105388
Queenstown,-31.8996,26.88,ZAF,105309
Hoa Binh,20.8137,105.3383,VNM,105260
Granada,11.9337,-85.95,NIC,105219
Kongolo,-5.3795,26.98,COD,105202
Jizan,16.9066,42.5566,SAU,105198
Hillsboro,45.5289,-122.9373,USA,105164
Focsani,45.6966,27.1865,ROU,105112
Linhares,-19.39,-40.05,BRA,105075
Cottbus,51.7704,14.33,DEU,105067
Koutiala,12.3904,-5.47,MLI,104927
Prijedor,44.9804,16.7,BIH,104858
Jena,50.9304,11.58,DEU,104712
Gera,50.8704,12.07,DEU,104659
Lewisville,33.0453,-96.9823,USA,104659
Torbat-e Jam,35.2233,60.6129,IRN,104578
Nong Khai,17.8733,102.7479,THA,104505
Burbank,34.188,-118.3234,USA,104447
Brindisi,40.6403,17.93,ITA,104437
Mmabatho,-25.83,25.61,ZAF,104428
Zhezqazghan,47.78,67.77,KAZ,104357
Tandil,-37.32,-59.15,ARG,104325
Chico,39.7568,-121.816,USA,104302
San Antonio,-33.5995,-71.61,CHL,104292
Maumere,-8.6189,122.2123,IDN,104285
Albury,-36.06,146.92,AUS,104258
Al Qamishli,37.03,41.23,SYR,104107
Adigrat,14.2804,39.47,ETH,104021
Abengourou,6.7304,-3.49,CIV,104020
Kiselevsk,54,86.64,RUS,104000
Kroonstad,-27.66,27.21,ZAF,103992
San Mateo,37.5522,-122.3122,USA,103959
EdDamer,17.59,33.96,SDN,103941
Loubomo,-4.1796,12.67,COG,103894
El Cajon,32.8017,-116.9604,USA,103768
Kilinochchi,9.4004,80.3999,LKA,103717
Ahar,38.4829,47.0629,IRN,103639
Biak,-1.1615,136.0485,IDN,103610
Gardiz,33.6001,69.2146,AFG,103601
Konotop,51.2424,33.209,UKR,103547
Matruh,31.3504,27.23,EGY,103470
Perabumulih,-3.4432,104.2315,IDN,103470
Guaymas,27.93,-110.89,MEX,103449
Hidalgo del Parral,26.9334,-105.6666,MEX,103378
Vinh Long,10.256,105.964,VNM,103314
Rialto,34.1128,-117.3885,USA,103314
Velikiye Luki,56.32,30.52,RUS,103149
Palma Soriano,20.2172,-75.9988,CUB,102826
Pedro Juan Caballero,-22.5446,-55.76,PRY,102787
Pakxe,15.1221,105.8183,LAO,102775
Roxas,11.5853,122.7511,PHL,102688
Piatra-Neamt,46.94,26.383,ROU,102688
Grudziadz,53.4804,18.75,POL,102443
La Crosse,43.8234,-91.2279,USA,102427
Lower Hutt,-41.2037,174.9123,NZL,102400
Houma,35.62,111.21,CHN,102400
Ukhta,63.56,53.69,RUS,102187
Liberec,50.8,15.08,CZE,102175
League City,29.4873,-95.109,USA,102010
Bethal,-26.4696,29.45,ZAF,101919
Davie,26.0789,-80.287,USA,101871
Jacksonville,34.7323,-77.3962,USA,101865
Bontang,0.1333,117.5,IDN,101691
Teluk Intan,4.0119,101.0314,MYS,101659
Vista,33.1895,-117.2386,USA,101659
Ibri,23.2254,56.517,OMN,101640
Dera Ismail Khan,31.829,70.8986,PAK,101616
Kansk,56.19,95.71,RUS,101502
Holland,42.7676,-86.0984,USA,101421
Sarapul,56.4791,53.7987,RUS,101344
Maladzyechna,54.3188,26.8653,BLR,101300
Olomouc,49.63,17.25,CZE,101268
Barretos,-20.55,-48.58,BRA,101220
Teofilo Otoni,-17.87,-41.5,BRA,101170
Kilchu,40.9604,129.3204,PRK,101165
Duitama,5.8305,-73.02,COL,101156
Vanadzor,40.8128,44.4883,ARM,101098
Tartu,58.3839,26.7099,EST,101092
Renton,47.4757,-122.1904,USA,100953
Novara,45.45,8.62,ITA,100910
Longview,32.5192,-94.7622,USA,100852
Oum el Bouaghi,35.85,7.15,DZA,100821
Solikamsk,59.67,56.75,RUS,100812
Glazov,58.1232,52.6288,RUS,100676
Temple,31.1077,-97.3899,USA,100641
Ancona,43.6004,13.4999,ITA,100507
Bukoba,-1.3196,31.8,TZA,100504
Kpalime,6.9004,0.63,TGO,100479
San Angelo,31.4424,-100.4503,USA,100472
Sakata,38.92,139.8501,JPN,100446
Magangue,9.23,-74.74,COL,100313
Ust-Ulimsk,57.99,102.6333,RUS,100271
Sabha,27.0333,14.4333,LBY,100249
Lida,53.8885,25.2846,BLR,100216
Arlit,18.82,7.33,NER,100000
Subotica,46.07,19.68,SRB,100000
Chamdo,31.1667,97.2333,CHN,100000
Isna,25.2904,32.5499,EGY,100000
Logan,41.7403,-111.8418,USA,99909
Tsuruoka,38.7004,139.8302,JPN,99820
Chanthaburi,12.6133,102.0979,THA,99819
Tumen,42.97,129.8201,CHN,99721
Urgut,39.4007,67.2607,UZB,99675
Charlottesville,38.0374,-78.4856,USA,99664
Bend,44.0562,-121.3087,USA,99634
Zelenodolsk,55.8406,48.655,RUS,99600
Wichita Falls,33.9072,-98.5293,USA,99596
Galle,6.03,80.24,LKA,99478
Novoshakhtinsk,47.77,39.92,RUS,99478
Choluteca,13.3007,-87.1908,HND,99429
Thunder Bay,48.4462,-89.275,CAN,99334
Thika,-1.0396,37.09,KEN,99322
Bam,29.1077,58.362,IRN,99268
Allen,33.1087,-96.6735,USA,99179
Fengzhen,40.4547,113.1443,CHN,99174
Kwekwe,-18.9296,29.8,ZWE,99149
Tuapse,44.1148,39.0644,RUS,99145
Talara,-4.58,-81.28,PER,99074
Vacaville,38.3592,-121.9686,USA,99059
Giresun,40.913,38.39,TUR,98864
Kericho,-0.3596,35.28,KEN,98852
Ceske Budejovice,48.98,14.46,CZE,98851
Lahti,60.9939,25.6649,FIN,98826
Kontagora,10.4004,5.4699,NGA,98754
Passos,-20.71,-46.61,BRA,98752
Thimphu,27.473,89.639,BTN,98676
Votkinsk,57.0304,53.99,RUS,98633
Orebro,59.2803,15.22,SWE,98573
Serov,59.615,60.585,RUS,98438
Apatzingan,19.08,-102.35,MEX,98422
Sparks,39.5727,-119.7131,USA,98345
Jyvaskyla,62.2603,25.75,FIN,98136
Balashov,51.5535,43.1631,RUS,98107
Iseyin,7.97,3.59,NGA,98071
Flensburg,54.7837,9.4333,DEU,97930
Zheleznogorsk,52.3548,35.4044,RUS,97900
Atlixco,18.9,-98.45,MEX,97842
Longmont,40.1691,-105.0995,USA,97835
Uba,-21.1196,-42.95,BRA,97828
Ozamis,8.1462,123.8444,PHL,97806
Ourinhos,-22.97,-49.87,BRA,97799
Middletown,39.5032,-84.3659,USA,97742
Slavonski Brod,45.1603,18.0156,HRV,97718
Mangochi,-14.4596,35.27,MWI,97711
L'Ariana,36.8667,10.2,TUN,97687
Beaverton,45.4779,-122.8168,USA,97590
Compton,33.893,-118.2275,USA,97550
Trindade,-16.65,-49.5,BRA,97521
Arapongas,-23.41,-51.43,BRA,97512
Orem,40.2988,-111.699,USA,97499
Bafra,41.5682,35.9069,TUR,97452
Az Zahran,26.2914,50.1583,SAU,97446
Turkistan,43.3016,68.2549,KAZ,97360
San Carlos del Zulia,9.0104,-71.92,VEN,97288
Targu Jiu,45.045,23.274,ROU,97179
Shangzhi,45.2204,127.97,CHN,96980
Guasave,25.5705,-108.47,MEX,96860
Bismarck,46.8127,-100.7694,USA,96857
Shostka,51.8734,33.4797,UKR,96825
Yasuj,30.659,51.594,IRN,96786
Bunia,1.5604,30.24,COD,96764
Federal Way,47.3091,-122.3358,USA,96757
Linkoping,58.41,15.6299,SWE,96732
Schwerin,53.6333,11.4167,DEU,96641
Bolu,40.7363,31.6061,TUR,96629
Mtwara,-10.2696,40.19,TZA,96602
Araguari,-18.64,-48.2,BRA,96565
Yen Bai,21.705,104.875,VNM,96540
Corumba,-19.016,-57.65,BRA,96520
Half Way Tree,18.0333,-76.8,JAM,96494
Sliven,42.6794,26.33,BGR,96368
Spokane Valley,47.6625,-117.2345,USA,96340
Kelo,9.3171,15.8,TCD,96224
Idaho Falls,43.4878,-112.0359,USA,96166
Boca Raton,26.3749,-80.1078,USA,96114
Erechim,-27.63,-52.27,BRA,96087
Rio Rancho,35.2873,-106.6979,USA,96028
Yola,9.21,12.48,NGA,96006
Aurangabad,24.7704,84.38,IND,95929
Sungaipenuh,-2.0631,101.3964,IDN,95913
Bolzano,46.5004,11.36,ITA,95895
Mekele,13.5,39.47,ETH,95856
Lawrence,38.9603,-95.2643,USA,95800
Manteca,37.7938,-121.2271,USA,95797
Brockton,42.0821,-71.0242,USA,95630
Meridian,43.6182,-116.398,USA,95623
Mandeville,30.375,-90.0906,USA,95576
Kuznetsk,53.1204,46.6,RUS,95574
South Gate,33.9448,-118.1926,USA,95538
Guliston,40.4957,68.7907,UZB,95520
San Carlos de Bariloche,-41.15,-71.3,ARG,95394
Magadan,59.575,150.81,RUS,95282
San Marcos,33.135,-117.1743,USA,95261
Boli,45.7564,130.5759,CHN,95260
Portsmouth,36.8468,-76.354,USA,95252
Catanzaro,38.9004,16.6,ITA,95251
Hradec Kralove,50.206,15.812,CZE,95195
Juazeiro,-9.42,-40.5,BRA,95132
Osijek,45.5504,18.68,HRV,95077
Al Aqabah,29.527,35.0777,JOR,95048
Biu,10.6204,12.19,NGA,95005
Latacunga,-0.9296,-78.61,ECU,94972
Vineland,39.4652,-74.9981,USA,94943
Dobrich,43.5851,27.84,BGR,94831
Naxcivan,39.2092,45.4122,AZE,94788
Nowra,-34.8828,150.6,AUS,94781
Presov,48.9997,21.2394,SVK,94718
Roswell,34.0391,-84.3513,USA,94598
Dearborn,42.3127,-83.213,USA,94444
Kirsehir,39.142,34.171,TUR,94336
Ponta Pora,-22.53,-55.73,BRA,94331
Slidell,30.2881,-89.7828,USA,94320
Tracy,37.7254,-121.4447,USA,94277
Bento Goncalves,-29.1695,-51.52,BRA,94271
Novy Urengoy,66.0833,76.6332,RUS,94212
Al Fujayrah,25.1234,56.3375,ARE,94163
Prescott Valley,34.5983,-112.3178,USA,94154
Lagos de Moreno,21.3704,-101.93,MEX,94127
Yishui,35.7904,118.62,CHN,94115
Usti Nad Labem,50.663,14.081,CZE,94105
Livonia,42.3972,-83.3733,USA,94041
Malindi,-3.21,40.1,KEN,94016
Sunrise,26.1547,-80.2998,USA,93734
Hesperia,34.3974,-117.3144,USA,93724
Quincy,42.2516,-71.0183,USA,93688
Samandagi,36.1171,35.9333,TUR,93638
Manzhouli,49.6,117.43,CHN,93620
Tatui,-23.35,-47.86,BRA,93580
Blacksburg,37.23,-80.4277,USA,93560
Michurinsk,52.9,40.5,RUS,93499
Trelew,-43.25,-65.33,ARG,93442
Nazran,43.233,44.783,RUS,93357
Daan,45.5,124.3,CHN,93297
Polatli,39.5842,32.1472,TUR,93262
Sheberghan,36.658,65.7383,AFG,93241
Bath,51.3837,-2.35,GBR,93238
Bafang,5.1704,10.18,CMR,93145
Darwin,-12.4254,130.85,AUS,93080
Noumea,-22.2625,166.4443,NCL,93060
Ho,6.6004,0.47,GHA,93044
Kineshma,57.47,42.13,RUS,92983
Coronel,-37.03,-73.16,CHL,92940
Wukari,7.8704,9.78,NGA,92933
Terre Haute,39.4654,-87.3763,USA,92841
Rosenheim,47.8503,12.1333,DEU,92809
Toowoomba,-27.5645,151.9555,AUS,92800
Carson,33.8374,-118.2559,USA,92797
Quibdo,5.6904,-76.66,COL,92780
Sampit,-2.5329,112.95,IDN,92710
Plantation,26.126,-80.2617,USA,92706
Lynn,42.4778,-70.9662,USA,92697
Foumban,5.7304,10.9,CMR,92673
Florence,34.1782,-79.785,USA,92614
Patos,-7.0196,-37.29,BRA,92575
Santa Monica,34.0232,-118.4813,USA,92478
Tulcea,45.1993,28.7967,ROU,92475
Fuan,27.0704,119.62,CHN,92470
Maizuru,35.4504,135.3333,JPN,92465
Villa Maria,-32.41,-63.26,ARG,92453
Santiago de Compostela,42.8829,-8.5411,ESP,92430
Itaituba,-4.2586,-55.925,BRA,92308
Lawton,34.6171,-98.4204,USA,92299
Dhangarhi,28.695,80.593,NPL,92294
Tubarao,-28.48,-49.02,BRA,92275
Calais,50.9504,1.8333,FRA,92201
Ciudad Guzman,19.7104,-103.46,MEX,92161
Eregli,37.5063,34.0517,TUR,92117
Kohima,25.667,94.1166,IND,92113
Danjiangkou,32.52,111.5,CHN,92008
Miami Beach,25.8171,-80.1396,USA,91917
Bugulma,54.5543,52.7943,RUS,91900
Kuopio,62.8943,27.6949,FIN,91900
Kilosa,-6.8396,36.99,TZA,91889
Cabinda,-5.5596,12.19,AGO,91791
Lafayette,39.9946,-105.0996,USA,91767
Arezzo,43.4617,11.875,ITA,91589
Westminster,33.7523,-117.9938,USA,91565
Grahamstown,-33.2996,26.52,ZAF,91548
Dover,43.1887,-70.8845,USA,91514
Novoaltaysk,53.3993,83.9588,RUS,91386
Tecoman,18.9204,-103.88,MEX,91321
Helsingborg,56.0505,12.7,SWE,91304
Albany,31.5776,-84.1762,USA,91284
Mons,50.446,3.939,BEL,91277
Kendu Bay,-0.3596,34.64,KEN,91248
Portsmouth,43.058,-70.7826,USA,91193
Edmond,35.6689,-97.4159,USA,91191
Muriae,-21.13,-42.39,BRA,91173
Pingdu,36.7904,119.94,CHN,91077
Carmel,39.9658,-86.1461,USA,91065
Nigde,37.976,34.694,TUR,91039
Luleburgaz,41.4067,27.3552,TUR,90899
Chauk,20.9085,94.823,MMR,90870
Cuauhtemoc,28.4257,-106.8696,MEX,90835
Drammen,59.7572,10.1907,NOR,90722
Moncton,46.0833,-64.7667,CAN,90635
Klagenfurt,46.6203,14.31,AUT,90610
Hanford,36.326,-119.6539,USA,90515
Phetchaburi,13.1133,99.9412,THA,90497
Gatchina,59.5707,30.1333,RUS,90486
San Leandro,37.7071,-122.1601,USA,90465
Itanhaem,-24.18,-46.8,BRA,90385
Kirovo-Chepetsk,58.5544,50.0444,RUS,90252
Reconquista,-29.1395,-59.65,ARG,90184
Mbabane,-26.3167,31.1333,SWZ,90138
Barahona,18.2004,-71.1,DOM,90128
Fishers,39.959,-85.968,USA,90127
Buea,4.155,9.231,CMR,90088
Limerick,52.6647,-8.6231,IRL,90054
Francistown,-21.17,27.5,BWA,89979
Livermore,37.6863,-121.7607,USA,89840
Yegoryevsk,55.3848,39.0294,RUS,89795
Jonkoping,57.7713,14.165,SWE,89780
Santana do Livramento,-30.88,-55.53,BRA,89694
Decatur,39.8555,-88.9337,USA,89653
Vlore,40.4774,19.4982,ALB,89546
Chester,53.2,-2.92,GBR,89531
Lees Summit,38.9172,-94.3816,USA,89467
Fujin,47.2704,132.02,CHN,89442
Hosaina,7.5504,37.85,ETH,89300
Suffolk,36.6953,-76.6398,USA,89273
Tambacounda,13.7804,-13.68,SEN,89212
Muncie,40.1989,-85.395,USA,89186
Sumbawanga,-7.9596,31.62,TZA,89161
Valle de la Pascua,9.21,-66.02,VEN,89080
Newton,42.3317,-71.2085,USA,89045
Missoula,46.8687,-114.0089,USA,89017
Fall River,41.7136,-71.1014,USA,88930
Shwebo,22.5783,95.6929,MMR,88914
Zarate,-34.0896,-59.04,ARG,88781
Wangqing,43.3248,129.7343,CHN,88732
Rafaela,-31.25,-61.5,ARG,88713
Norrkoping,58.5954,16.1787,SWE,88639
Montero,-17.3496,-63.26,BOL,88616
Chosica,-11.93,-76.71,PER,88606
Chaman,30.925,66.4463,PAK,88568
Rapid City,44.0709,-103.22,USA,88533
Menifee,33.6909,-117.1849,USA,88531
Brovary,50.4943,30.7809,UKR,88506
Norwalk,41.1144,-73.4215,USA,88438
Targoviste,44.938,25.459,ROU,88435
Nova Lima,-19.98,-43.85,BRA,88399
Jackson,42.243,-84.4038,USA,88394
Taldyqorghan,45,78.4,KAZ,88380
Auburn,32.6084,-85.4897,USA,88379
Zhob,31.349,69.4386,PAK,88356
Qal at Bishah,20.0087,42.5987,SAU,88291
Brusque,-27.13,-48.93,BRA,88284
Sao Tome,0.3334,6.7333,STP,88219
Waukegan,42.3697,-87.8716,USA,88182
Sugar Land,29.5956,-95.6283,USA,88177
Coronel Oviedo,-25.45,-56.44,PRY,88101
Hawthorne,33.9147,-118.3476,USA,88031
Bowling Green,36.9725,-86.4371,USA,87976
Yozgat,39.818,34.815,TUR,87881
Madinat ath Thawrah,35.8367,38.5481,SYR,87880
Ebolowa,2.9,11.15,CMR,87875
Saint John,45.267,-66.0767,CAN,87857
Agri,39.7198,43.0513,TUR,87854
Surigao,9.7843,125.4888,PHL,87832
Yeysk,46.6988,38.2634,RUS,87814
Canakkale,40.1459,26.4064,TUR,87791
Parepare,-4.0167,119.6333,IDN,87776
Chino,33.9836,-117.6653,USA,87776
San Juan De Los Morros,9.901,-67.354,VEN,87739
Napa,38.2982,-122.3011,USA,87733
Buzuluk,52.7821,52.2618,RUS,87714
Kirkland,47.6996,-122.1982,USA,87701
Dalton,34.7688,-84.9711,USA,87688
Makeni,8.8804,-12.05,SLE,87679
Uman,48.7543,30.2109,UKR,87658
Pergamino,-33.8996,-60.57,ARG,87652
Edinburg,26.3183,-98.1622,USA,87650
Zilina,49.2198,18.7494,SVK,87625
Gitarama,-2.0696,29.76,RWA,87613
Koidu,8.4405,-10.85,SLE,87539
Assis,-22.6596,-50.42,BRA,87471
Changting,25.867,116.3167,CHN,87458
Citrus Heights,38.6948,-121.288,USA,87432
